Temperatur;Heat high [MWh/m2];Heat Medium (bu6);Heat Low;Base demand;Wind Onshore;Wind Offshore;PV;WW
6.2;5.7704E-05;2.7661E-05;3.07273E-06;71321.71331;0.4101;0.6808;0.1108;0.00000227
6.5;5.65279E-05;2.7393E-05;2.84067E-06;70759.94844;0.4187;0.7123;0.0776;0.00000135
6.1;5.7952E-05;2.75697E-05;3.51456E-06;70085.94844;0.4195;0.7084;0.031;0.00000135
5.7;5.49031E-05;2.39759E-05;2.05772E-06;70543.66175;0.4398;0.7062;0.003;0.00000362
5.6;5.34667E-05;2.23662E-05;1.45055E-06;73141.80905;0.4841;0.7631;0;0.000005
5.4;5.3769E-05;2.24327E-05;1.47006E-06;72137.04418;0.5095;0.7744;0;0.00000408
5.2;5.4094E-05;2.2512E-05;1.49375E-06;70492.66175;0.5365;0.7653;0;0.00000362
4.9;5.81307E-05;2.62304E-05;2.89461E-06;65904.94844;0.5739;0.759;0;0.00000135
4.8;5.72612E-05;2.51638E-05;2.40763E-06;62318.94844;0.6049;0.7752;0;0.00000135
4.8;1.85191E-05;0;0;54236.70587;0.6046;0.7804;0;0.00000135
4.7;2.75936E-05;3.71642E-06;0;49709.54712;0.608;0.7851;0;0.00000027
4.4;2.40346E-05;1.12607E-06;0;45408.54712;0.5931;0.7843;0;0.00000027
4.4;2.9617E-05;5.19225E-06;0;43552.54712;0.5736;0.7799;0;0.00000027
4.5;3.02986E-05;5.75301E-06;0;42163.54712;0.5475;0.7742;0;0.00000027
4.5;3.10679E-05;6.36863E-06;0;42726.54712;0.5374;0.7507;0;0.00000027
4.9;3.11356E-05;6.53026E-06;0;44291.54712;0.5302;0.6746;0;0.00000027
4.4;7.13116E-05;3.64367E-05;8.89824E-06;48044.54712;0.5507;0.628;0;0.00000027
4.4;6.38105E-05;3.01972E-05;4.68193E-06;61634.71331;0.5597;0.6264;0;0.00000227
4.5;6.15665E-05;2.79344E-05;3.84178E-06;67491.42661;0.545;0.624;0.002;0.00000454
4.5;6.45259E-05;3.14258E-05;5.02839E-06;70218.71331;0.574;0.6509;0.026;0.00000227
5.5;6.17353E-05;3.02792E-05;4.12322E-06;70999.94844;0.5652;0.626;0.067;0.00000135
5.6;5.86073E-05;2.99319E-05;2.48046E-06;72352.94844;0.5659;0.7034;0.1147;0.00000135
6.3;5.69339E-05;2.75022E-05;1.96192E-06;72629.66175;0.552;0.7449;0.1279;0.00000362
6.4;5.47929E-05;2.61765E-05;1.05034E-06;70987.42661;0.5378;0.757;0.1145;0.00000454
6.5;5.64137E-05;2.75021E-05;2.37933E-06;69564.71331;0.5288;0.773;0.1017;0.00000227
6.4;5.71038E-05;2.76365E-05;2.98464E-06;68457.94844;0.5036;0.7752;0.0724;0.00000135
6.4;5.70785E-05;2.71605E-05;3.13767E-06;66648.94844;0.4693;0.7726;0.029;0.00000135
6.1;5.39829E-05;2.34369E-05;1.78424E-06;67091.66175;0.4651;0.7749;0.0029;0.00000362
6.1;5.23039E-05;2.17036E-05;1.15573E-06;70705.80905;0.4895;0.7723;0;0.000005
5.1;5.42161E-05;2.293E-05;1.47188E-06;69587.04418;0.5069;0.7691;0;0.00000408
5.1;5.44026E-05;2.28814E-05;1.47916E-06;68030.66175;0.5126;0.7652;0;0.00000362
5.6;5.72476E-05;2.58023E-05;2.71521E-06;63318.94844;0.5115;0.7642;0;0.00000135
6.1;5.55782E-05;2.42618E-05;2.14999E-06;59899.94844;0.5164;0.7504;0;0.00000135
6.5;1.60817E-05;0;0;53818.0625;0.4931;0.7501;0;0.00000135
6.7;2.4482E-05;1.9223E-06;0;49617.90375;0.4696;0.7395;0;0.00000027
6.9;1.97967E-05;0;0;46110.90375;0.4496;0.7074;0;0.00000027
7.2;2.45212E-05;2.21722E-06;0;44114.90375;0.4132;0.735;0;0.00000027
7.6;2.4429E-05;2.40355E-06;0;42421.90375;0.3624;0.7575;0;0.00000027
8.2;2.39166E-05;2.3237E-06;0;42339.90375;0.3358;0.735;0;0.00000027
8.8;2.33055E-05;2.19427E-06;0;42894.90375;0.3302;0.7008;0;0.00000027
9.5;6.11981E-05;3.07694E-05;7.23391E-06;42779.90375;0.3297;0.7219;0;0.00000027
10;5.2437E-05;2.39169E-05;3.03519E-06;47251.71331;0.3358;0.7431;0;0.00000227
10.3;4.92097E-05;2.11753E-05;2.09406E-06;50538.42661;0.3288;0.7413;0.0003;0.00000454
10.4;5.18632E-05;2.44423E-05;3.46084E-06;54723.71331;0.3199;0.7285;0.0107;0.00000227
10.9;5.00652E-05;2.35033E-05;3.0926E-06;57501.94844;0.3014;0.7378;0.0316;0.00000135
11.3;4.82034E-05;2.26724E-05;2.63578E-06;58619.94844;0.2809;0.7342;0.051;0.00000135
11.9;4.51923E-05;2.03547E-05;1.37201E-06;59388.66175;0.275;0.7253;0.0652;0.00000362
12.5;4.23995E-05;1.84131E-05;6.26403E-07;58522.42661;0.2907;0.6948;0.0758;0.00000454
12.9;4.31159E-05;1.95512E-05;1.77174E-06;57086.71331;0.2855;0.7171;0.0784;0.00000227
13.1;4.23926E-05;1.92916E-05;1.96265E-06;55308.94844;0.2757;0.7194;0.0583;0.00000135
13.5;4.13247E-05;1.85549E-05;1.94892E-06;55304.94844;0.2612;0.6902;0.0261;0.00000135
13.5;3.70135E-05;1.44251E-05;3.19804E-07;56934.66175;0.2608;0.717;0.0024;0.00000362
13.4;3.51973E-05;1.28148E-05;0;59940.80905;0.2739;0.6974;0;0.000005
13.3;3.48935E-05;1.26639E-05;0;59858.04418;0.2998;0.6816;0;0.00000408
13.1;3.46475E-05;1.25019E-05;0;58200.66175;0.3172;0.6784;0;0.00000362
13.3;3.76383E-05;1.57671E-05;9.8839E-07;54758.94844;0.3279;0.6805;0;0.00000135
12.6;3.7724E-05;1.55604E-05;7.27384E-07;52213.94844;0.3328;0.6915;0;0.00000135
13.1;0;0;0;47114.97673;0.3204;0.7132;0;0.00000135
13.3;6.27373E-06;0;0;44147.81797;0.3226;0.732;0;0.00000027
12;3.86157E-06;0;0;41351.81797;0.3276;0.7277;0;0.00000027
12.4;8.61741E-06;0;0;38792.81797;0.3311;0.7111;0;0.00000027
12.2;9.60185E-06;0;0;37226.81797;0.3488;0.6862;0;0.00000027
10.8;1.23538E-05;0;0;36920.81797;0.3728;0.7076;0;0.00000027
9;1.62424E-05;0;0;37333.81797;0.4075;0.7245;0;0.00000027
9;5.54512E-05;2.89614E-05;7.51325E-06;37349.81797;0.447;0.7331;0;0.00000027
8.8;4.89667E-05;2.35049E-05;3.62043E-06;41354.71331;0.5046;0.7446;0;0.00000227
8.6;4.70222E-05;2.12383E-05;2.71546E-06;43656.42661;0.5562;0.738;0.0016;0.00000454
8.5;5.04131E-05;2.48886E-05;3.97124E-06;47369.71331;0.5937;0.7314;0.0396;0.00000227
9.3;4.81688E-05;2.39085E-05;3.1608E-06;50607.94844;0.6104;0.7413;0.1082;0.00000135
9.8;4.62008E-05;2.29896E-05;2.49954E-06;53139.94844;0.6161;0.7596;0.1858;0.00000135
10.5;4.2128E-05;2.07541E-05;5.0219E-07;56064.66175;0.6359;0.7652;0.2296;0.00000362
10.1;4.1345E-05;1.99986E-05;9.66295E-08;56151.42661;0.647;0.768;0.2271;0.00000454
10.2;4.36129E-05;2.15615E-05;1.73804E-06;54022.71331;0.6489;0.7478;0.1967;0.00000227
9.5;4.55222E-05;2.23689E-05;2.58987E-06;52656.94844;0.6599;0.7303;0.1323;0.00000135
8.4;4.78873E-05;2.34196E-05;3.13588E-06;52629.94844;0.6724;0.6375;0.05;0.00000135
6.9;4.70823E-05;2.11543E-05;1.90405E-06;54988.66175;0.6814;0.6102;0.0034;0.00000362
6.2;4.70922E-05;2.02852E-05;1.25943E-06;59317.80905;0.6788;0.5238;0;0.000005
5.8;4.82126E-05;2.06805E-05;1.1768E-06;60428.04418;0.6563;0.5818;0;0.00000408
6;4.83439E-05;2.0453E-05;1.14003E-06;59083.66175;0.6175;0.679;0;0.00000362
6.1;5.21333E-05;2.3884E-05;2.48903E-06;56543.94844;0.5692;0.7467;0;0.00000135
5.4;5.27052E-05;2.36621E-05;2.20541E-06;53476.94844;0.5147;0.7648;0;0.00000135
4.5;1.58084E-05;0;0;46760.77429;0.4734;0.7661;0;0.00000135
4.6;2.48532E-05;3.0172E-06;0;43202.61553;0.4507;0.7623;0;0.00000027
5.2;1.96314E-05;0;0;39811.61553;0.4192;0.7181;0;0.00000027
5.2;2.52703E-05;3.17967E-06;0;37907.61553;0.404;0.6043;0;0.00000027
4.8;2.68207E-05;4.28035E-06;0;36838.61553;0.382;0.4796;0;0.00000027
4.8;2.7702E-05;4.93233E-06;0;37570.61553;0.3548;0.3312;0;0.00000027
5;2.81949E-05;5.33172E-06;0;39787.61553;0.3373;0.1841;0;0.00000027
5.2;6.73835E-05;3.45513E-05;8.56696E-06;44585.61553;0.3237;0.092;0;0.00000027
5.3;5.99072E-05;2.83728E-05;4.2988E-06;59828.71331;0.3303;0.129;0;0.00000227
5.3;5.78744E-05;2.62314E-05;3.49018E-06;67554.42661;0.3437;0.1782;0.0017;0.00000454
5.5;6.09811E-05;2.95475E-05;4.88002E-06;69922.71331;0.3431;0.2503;0.0342;0.00000227
5.7;6.01721E-05;2.90515E-05;4.58818E-06;70440.94844;0.3369;0.3479;0.0953;0.00000135
5.7;5.9143E-05;2.8759E-05;4.05085E-06;71165.94844;0.3133;0.3777;0.1467;0.00000135
6.3;5.62896E-05;2.656E-05;2.62199E-06;71925.66175;0.281;0.4242;0.1729;0.00000362
6.9;5.40992E-05;2.47298E-05;1.99801E-06;71524.42661;0.2522;0.4173;0.1577;0.00000454
6.5;5.64469E-05;2.66622E-05;3.33391E-06;70622.71331;0.2246;0.3947;0.1183;0.00000227
6.7;5.63205E-05;2.66647E-05;3.58603E-06;69507.94844;0.2218;0.4283;0.067;0.00000135
6.6;5.669E-05;2.65718E-05;3.80038E-06;68587.94844;0.2586;0.4676;0.0215;0.00000135
6.2;5.3528E-05;2.2987E-05;2.2809E-06;69440.66175;0.314;0.5122;0.0016;0.00000362
5.4;5.36154E-05;2.24646E-05;1.94653E-06;72434.80905;0.3677;0.6001;0;0.000005
3.5;5.68668E-05;2.43454E-05;2.35039E-06;71966.04418;0.3802;0.7042;0;0.00000408
3.2;5.77471E-05;2.46377E-05;2.41619E-06;70546.66175;0.3733;0.7378;0;0.00000362
3.2;6.16382E-05;2.81275E-05;3.76173E-06;66194.94844;0.3503;0.7373;0;0.00000135
2.6;6.20531E-05;2.7815E-05;3.45007E-06;61950.94844;0.3299;0.7225;0;0.00000135
2;2.42325E-05;0;0;51918.86559;0.3146;0.7151;0;0.00000135
1.4;3.42455E-05;7.13988E-06;0;46870.70684;0.3134;0.7307;0;0.00000027
2.1;2.92036E-05;3.4841E-06;0;42784.70684;0.3262;0.7001;0;0.00000027
2.5;3.42345E-05;7.1506E-06;0;41121.70684;0.3195;0.6878;0;0.00000027
2.6;3.49528E-05;7.72566E-06;0;40145.70684;0.2949;0.6717;0;0.00000027
2.1;3.65793E-05;8.87942E-06;0;40368.70684;0.2847;0.6559;0;0.00000027
1.7;3.80314E-05;9.88729E-06;0;41628.70684;0.2893;0.6473;0;0.00000027
1.3;7.85197E-05;4.0015E-05;1.04668E-05;45874.70684;0.2794;0.5958;0;0.00000027
0.9;7.19432E-05;3.42833E-05;6.21702E-06;61318.71331;0.2698;0.5946;0;0.00000227
0.3;7.07635E-05;3.25077E-05;5.41428E-06;68060.42661;0.2603;0.6204;0.0012;0.00000454
-0.1;7.4874E-05;3.64866E-05;6.82073E-06;70286.71331;0.2476;0.6405;0.0244;0.00000227
-0.4;7.48552E-05;3.65587E-05;6.47621E-06;68426.94844;0.2278;0.6369;0.0656;0.00000135
0.2;7.32752E-05;3.57121E-05;5.88769E-06;70667.94844;0.1988;0.6587;0.1082;0.00000135
0.4;7.12698E-05;3.3975E-05;4.5392E-06;71907.66175;0.1669;0.6372;0.1301;0.00000362
1;6.91216E-05;3.22006E-05;3.80345E-06;70873.42661;0.1338;0.609;0.1251;0.00000454
1.4;7.04016E-05;3.34996E-05;4.93185E-06;70023.71331;0.0991;0.6017;0.1066;0.00000227
1.6;7.0669E-05;3.33962E-05;5.37776E-06;68267.94844;0.0775;0.568;0.0733;0.00000135
1.6;7.07998E-05;3.32211E-05;5.45225E-06;67456.94844;0.0747;0.529;0.0279;0.00000135
1.7;6.70081E-05;2.91459E-05;3.87326E-06;68923.66175;0.0943;0.5519;0.0022;0.00000362
1.3;6.60595E-05;2.7857E-05;3.31677E-06;71595.80905;0.1074;0.5948;0;0.000005
1.6;6.55853E-05;2.74287E-05;3.2138E-06;71062.04418;0.1178;0.5968;0;0.00000408
1.9;6.50742E-05;2.69997E-05;3.1131E-06;69510.66175;0.1175;0.6398;0;0.00000362
2.3;6.78951E-05;2.99944E-05;4.34493E-06;65151.94844;0.115;0.6544;0;0.00000135
3;6.59023E-05;2.83723E-05;3.76113E-06;61186.94844;0.1006;0.6179;0;0.00000135
3.7;2.57281E-05;0;0;52404.38405;0.0834;0.5967;0;0.00000135
3.2;3.53471E-05;6.53586E-06;0;47179.22529;0.0771;0.5682;0;0.00000027
3.6;3.01687E-05;2.89467E-06;0;43580.22529;0.0707;0.5162;0;0.00000027
4.5;3.39834E-05;5.97234E-06;0;41812.22529;0.0586;0.4284;0;0.00000027
5.8;3.23305E-05;5.21904E-06;0;41030.22529;0.0428;0.3893;0;0.00000027
7.1;3.06397E-05;4.52187E-06;0;41753.22529;0.0334;0.3168;0;0.00000027
7.6;2.9806E-05;4.30889E-06;0;43103.22529;0.0315;0.2569;0;0.00000027
8.2;6.78709E-05;3.31853E-05;8.89786E-06;46887.22529;0.0364;0.1978;0;0.00000027
9;5.87439E-05;2.62183E-05;4.61696E-06;60016.71331;0.0435;0.1479;0;0.00000227
9.4;5.50544E-05;2.31711E-05;3.54356E-06;66630.42661;0.049;0.121;0.0008;0.00000454
9.3;5.80876E-05;2.66081E-05;5.02377E-06;68631.71331;0.0594;0.1368;0.0323;0.00000227
9.5;5.68732E-05;2.59629E-05;4.7858E-06;68631.94844;0.0588;0.1089;0.0969;0.00000135
9.8;5.55659E-05;2.52499E-05;4.55238E-06;69319.94844;0.0539;0.0861;0.1492;0.00000135
9.9;5.33351E-05;2.34481E-05;3.34035E-06;69486.66175;0.0459;0.0694;0.174;0.00000362
10.2;5.11179E-05;2.1844E-05;2.64628E-06;68795.42661;0.0336;0.0504;0.1813;0.00000454
10.1;5.25035E-05;2.35256E-05;3.74282E-06;68646.71331;0.0263;0.0673;0.1581;0.00000227
10.2;5.21417E-05;2.34042E-05;3.98203E-06;67838.94844;0.0248;0.0626;0.0974;0.00000135
8.8;5.37882E-05;2.45462E-05;4.16485E-06;67427.94844;0.0323;0.0544;0.0313;0.00000135
8.1;5.1297E-05;2.15605E-05;2.79288E-06;68824.66175;0.0486;0.0705;0.0024;0.00000362
6.9;5.16072E-05;2.10942E-05;2.40781E-06;71537.80905;0.0663;0.0838;0;0.000005
6.8;5.18282E-05;2.10796E-05;2.38548E-06;70665.04418;0.0823;0.1082;0;0.00000408
6.6;5.22155E-05;2.11772E-05;2.38915E-06;69180.66175;0.0952;0.1432;0;0.00000362
6.6;5.58136E-05;2.46013E-05;3.70366E-06;65133.94844;0.109;0.1721;0;0.00000135
6.8;5.4209E-05;2.30021E-05;3.05151E-06;61395.94844;0.1232;0.1799;0;0.00000135
6.9;1.55936E-05;0;0;53021.67034;0.1303;0.196;0;0.00000135
7.4;2.34159E-05;9.30482E-07;0;48321.51159;0.1456;0.2264;0;0.00000027
7.2;1.92349E-05;0;0;44139.51159;0.1693;0.3097;0;0.00000027
7.5;2.39284E-05;1.49435E-06;0;42555.51159;0.1966;0.3466;0;0.00000027
7.4;2.46487E-05;2.20146E-06;0;41584.51159;0.2181;0.3074;0;0.00000027
7.5;2.51644E-05;2.79161E-06;0;42404.51159;0.2237;0.2852;0;0.00000027
7.8;2.51946E-05;3.00904E-06;0;43874.51159;0.2256;0.2536;0;0.00000027
7.7;6.43979E-05;3.23109E-05;8.93978E-06;47220.51159;0.2235;0.2107;0;0.00000027
7.6;5.71489E-05;2.64202E-05;4.89101E-06;60612.71331;0.2178;0.2332;0;0.00000227
7.6;5.47649E-05;2.40783E-05;3.98911E-06;67864.42661;0.2191;0.2732;0.0004;0.00000454
7.1;5.88435E-05;2.83291E-05;5.42739E-06;69459.71331;0.2274;0.2359;0.016;0.00000227
7.3;5.54714E-05;2.7791E-05;3.58038E-06;69464.94844;0.2158;0.1875;0.0593;0.00000135
7.5;5.50872E-05;2.69493E-05;3.77361E-06;70868.94844;0.1693;0.1644;0.1078;0.00000135
7.5;5.37118E-05;2.53171E-05;2.84166E-06;70740.66175;0.1552;0.1662;0.1421;0.00000362
6.4;5.41844E-05;2.53424E-05;2.49333E-06;70377.42661;0.141;0.162;0.1524;0.00000454
6.9;5.53495E-05;2.6523E-05;3.62865E-06;69586.71331;0.132;0.1617;0.1342;0.00000227
6.8;5.49839E-05;2.69279E-05;3.42183E-06;68734.94844;0.1359;0.1533;0.0874;0.00000135
5.6;5.82139E-05;2.79989E-05;4.438E-06;68359.94844;0.1554;0.1642;0.0284;0.00000135
4.7;5.6373E-05;2.50099E-05;3.13715E-06;69332.66175;0.1922;0.1681;0.0017;0.00000362
3.8;5.65948E-05;2.43135E-05;2.70774E-06;71465.80905;0.1974;0.1594;0;0.000005
3.3;5.7798E-05;2.47886E-05;2.79658E-06;70992.04418;0.2356;0.1713;0;0.00000408
2.7;5.91914E-05;2.53861E-05;2.91395E-06;70318.66175;0.2458;0.197;0;0.00000362
2.5;6.34032E-05;2.9034E-05;4.27396E-06;65916.94844;0.2447;0.1851;0;0.00000135
2.5;6.29427E-05;2.81489E-05;3.83329E-06;61941.94844;0.2426;0.1568;0;0.00000135
2.4;2.44811E-05;0;0;52265.38677;0.2273;0.1274;0;0.00000135
2.2;3.37625E-05;6.63896E-06;0;47678.22802;0.2181;0.1148;0;0.00000027
1.7;3.07257E-05;4.33722E-06;0;43836.22802;0.2091;0.0956;0;0.00000027
1.3;3.69672E-05;8.67224E-06;0;41435.22802;0.2042;0.0858;0;0.00000027
1;3.84616E-05;9.67732E-06;0;40248.22802;0.2019;0.0698;0;0.00000027
1;3.94393E-05;1.03444E-05;0;40921.22802;0.2008;0.0703;0;0.00000027
1;4.03425E-05;1.09699E-05;0;42441.22802;0.1978;0.0723;0;0.00000027
1;7.99208E-05;4.04158E-05;1.09186E-05;45636.22802;0.196;0.0642;0;0.00000027
1;7.27383E-05;3.43769E-05;6.60191E-06;60246.71331;0.195;0.0674;0;0.00000227
1;7.06568E-05;3.21139E-05;5.69667E-06;66992.42661;0.1864;0.0619;0.0002;0.00000454
1.1;7.41162E-05;3.55532E-05;7.13424E-06;69006.71331;0.1754;0.0482;0.0112;0.00000227
1.3;7.35428E-05;3.50841E-05;6.88847E-06;69201.94844;0.1576;0.031;0.0515;0.00000135
1.6;7.28895E-05;3.45247E-05;6.69138E-06;69990.94844;0.1404;0.0231;0.1038;0.00000135
1.7;7.11195E-05;3.2879E-05;5.42858E-06;70204.66175;0.1231;0.0202;0.1446;0.00000362
1.8;6.98195E-05;3.1615E-05;4.83543E-06;70187.42661;0.1104;0.018;0.1538;0.00000454
1.9;7.13851E-05;3.32257E-05;5.89967E-06;69031.71331;0.0989;0.0224;0.1309;0.00000227
2;7.12348E-05;3.32194E-05;6.02172E-06;67360.94844;0.0916;0.0214;0.08;0.00000135
2;7.12344E-05;3.30314E-05;6.03681E-06;67112.94844;0.0865;0.0247;0.0241;0.00000135
1.8;6.77996E-05;2.92501E-05;4.46713E-06;68499.66175;0.0858;0.0363;0.0015;0.00000362
1.6;6.66691E-05;2.79027E-05;3.90206E-06;70257.80905;0.0832;0.044;0;0.000005
1.3;6.71637E-05;2.80924E-05;3.91645E-06;68817.04418;0.0738;0.0505;0;0.00000408
0.9;6.76839E-05;2.8249E-05;3.90771E-06;67254.66175;0.064;0.0566;0;0.00000362
0.9;7.1247E-05;3.16736E-05;5.21642E-06;63388.94844;0.0575;0.0531;0;0.00000135
0.7;7.08492E-05;3.1006E-05;4.82176E-06;59780.94844;0.0538;0.0498;0;0.00000135
0.6;3.23919E-05;2.17839E-06;0;49381.4058;0.0504;0.0532;0;0.00000135
0.4;4.17158E-05;9.83761E-06;0;44919.24704;0.0476;0.0641;0;0.00000027
0.4;3.75838E-05;6.82755E-06;0;41313.24704;0.0426;0.0989;0;0.00000027
0.2;4.33122E-05;1.09479E-05;0;38927.24704;0.0378;0.1602;0;0.00000027
-0.1;4.48028E-05;1.20813E-05;0;37787.24704;0.0319;0.1866;0;0.00000027
-1.6;4.84765E-05;1.46209E-05;0;37261.24704;0.0299;0.2165;0;0.00000027
-2.2;4.99573E-05;1.54004E-05;0;37741.24704;0.0316;0.241;0;0.00000027
-2.4;9.01088E-05;4.5228E-05;1.26003E-05;37780.24704;0.0342;0.2806;0;0.00000027
-2.4;8.30727E-05;3.92264E-05;8.30857E-06;46887.71331;0.0348;0.3052;0;0.00000227
-2.2;8.07996E-05;3.67947E-05;7.33797E-06;50328.42661;0.0359;0.3302;0.0002;0.00000454
-2.1;8.41811E-05;4.02482E-05;8.65548E-06;54062.71331;0.037;0.3321;0.0062;0.00000227
-1.8;8.33841E-05;3.96982E-05;8.28873E-06;57176.94844;0.0399;0.3248;0.027;0.00000135
-1.3;8.20466E-05;3.89333E-05;7.7937E-06;58708.94844;0.0432;0.3448;0.0503;0.00000135
-0.9;7.92277E-05;3.68082E-05;6.17888E-06;59248.66175;0.0533;0.3723;0.0632;0.00000362
-0.3;7.67572E-05;3.51402E-05;5.27042E-06;58495.42661;0.066;0.4027;0.0669;0.00000454
0;7.77417E-05;3.68089E-05;6.11001E-06;56976.71331;0.0773;0.4382;0.0544;0.00000227
0;7.80175E-05;3.67662E-05;6.47537E-06;55858.94844;0.0901;0.4786;0.0312;0.00000135
-0.5;7.9221E-05;3.69801E-05;6.86683E-06;55720.94844;0.0977;0.4938;0.01;0.00000135
-1.3;7.70338E-05;3.382E-05;5.54633E-06;57678.66175;0.1151;0.5054;0.0007;0.00000362
-1.6;7.60504E-05;3.246E-05;4.95086E-06;59663.80905;0.1336;0.5878;0;0.000005
-1.9;7.65619E-05;3.2591E-05;4.93388E-06;59656.04418;0.1552;0.6354;0;0.00000408
-1.1;7.53884E-05;3.16878E-05;4.71151E-06;58160.66175;0.1747;0.678;0;0.00000362
-1;7.85848E-05;3.48478E-05;5.9386E-06;55015.94844;0.1881;0.6985;0;0.00000135
-0.8;7.7284E-05;3.36013E-05;5.39662E-06;52058.94844;0.2;0.7237;0;0.00000135
-0.6;3.83541E-05;4.57706E-06;0;43020.94789;0.2206;0.7438;0;0.00000135
-0.5;4.70377E-05;1.18848E-05;0;39679.78914;0.2326;0.767;0;0.00000027
-0.4;4.25826E-05;8.79303E-06;0;36483.78914;0.2397;0.7898;0;0.00000027
-0.4;4.79991E-05;1.27697E-05;0;34357.78914;0.2433;0.7988;0;0.00000027
-0.5;4.88523E-05;1.35044E-05;0;33301.78914;0.2414;0.7984;0;0.00000027
-0.5;4.93402E-05;1.39476E-05;0;33090.78914;0.2348;0.7989;0;0.00000027
-0.5;4.99046E-05;1.4491E-05;0;33446.78914;0.2262;0.7988;0;0.00000027
-0.4;8.91588E-05;4.39045E-05;1.24439E-05;32955.78914;0.2143;0.7923;0;0.00000027
-0.5;8.18852E-05;3.79007E-05;8.1095E-06;40347.71331;0.2117;0.7421;0;0.00000227
-0.6;7.9765E-05;3.56999E-05;7.18159E-06;42074.42661;0.2048;0.6742;0.0002;0.00000454
-0.6;8.31322E-05;3.91953E-05;8.55415E-06;45692.71331;0.1973;0.6014;0.0119;0.00000227
-0.5;8.21893E-05;3.86226E-05;8.12799E-06;48889.94844;0.1736;0.5052;0.0571;0.00000135
-0.2;8.11897E-05;3.80081E-05;7.80603E-06;51545.94844;0.15;0.4334;0.1139;0.00000135
0.2;7.83975E-05;3.5994E-05;6.24502E-06;53406.66175;0.1383;0.3815;0.144;0.00000362
0.2;7.70834E-05;3.4771E-05;5.6699E-06;52859.42661;0.1465;0.3793;0.1498;0.00000454
0.2;7.8934E-05;3.64359E-05;6.90298E-06;51554.71331;0.1512;0.3296;0.1332;0.00000227
0.2;7.9108E-05;3.65008E-05;7.17936E-06;50288.94844;0.1578;0.3113;0.0798;0.00000135
0;7.93632E-05;3.64998E-05;7.21526E-06;49741.94844;0.1608;0.2708;0.023;0.00000135
-0.1;7.56158E-05;3.26007E-05;5.54362E-06;51598.66175;0.1861;0.2796;0.0012;0.00000362
0;7.37581E-05;3.07722E-05;4.84091E-06;55438.80905;0.2232;0.2904;0;0.000005
0;7.36226E-05;3.06154E-05;4.76623E-06;56461.04418;0.2516;0.2377;0;0.00000408
0.1;7.33352E-05;3.0366E-05;4.67565E-06;55763.66175;0.285;0.2342;0;0.00000362
0.2;7.65662E-05;3.36427E-05;5.94012E-06;54061.94844;0.2925;0.341;0;0.00000135
0.1;7.56713E-05;3.26829E-05;5.45295E-06;52080.94844;0.2786;0.4167;0;0.00000135
0.1;3.68138E-05;3.69464E-06;0;44583.00663;0.2769;0.4033;0;0.00000135
0.3;4.52841E-05;1.08887E-05;0;41273.84787;0.2826;0.4406;0;0.00000027
0.2;4.14764E-05;8.28577E-06;0;38666.84787;0.2878;0.5148;0;0.00000027
0.2;4.65534E-05;1.19681E-05;0;37113.84787;0.2907;0.5726;0;0.00000027
0;4.75314E-05;1.27975E-05;0;37013.84787;0.2871;0.5645;0;0.00000027
0.1;4.7996E-05;1.32807E-05;0;37622.84787;0.2775;0.5949;0;0.00000027
0.3;4.84149E-05;1.37697E-05;0;40038.84787;0.2696;0.6134;0;0.00000027
0.5;8.72179E-05;4.27742E-05;1.24013E-05;44332.84787;0.2554;0.5767;0;0.00000027
0.7;7.95479E-05;3.65973E-05;8.0503E-06;60543.71331;0.2468;0.5575;0;0.00000227
1;7.65286E-05;3.38104E-05;6.97394E-06;67729.42661;0.2377;0.5384;0.0003;0.00000454
1.4;7.91268E-05;3.68533E-05;8.26972E-06;69983.71331;0.2198;0.4994;0.0343;0.00000227
1.9;7.75725E-05;3.59823E-05;7.82269E-06;69973.94844;0.1841;0.4258;0.1442;0.00000135
3;7.51042E-05;3.48591E-05;7.20197E-06;69816.94844;0.1443;0.3572;0.258;0.00000135
4;7.10679E-05;3.22349E-05;5.42847E-06;69588.66175;0.1275;0.2696;0.3175;0.00000362
6;6.48814E-05;2.87164E-05;3.64694E-06;69246.42661;0.1235;0.1874;0.3203;0.00000454
6.7;6.60491E-05;2.97137E-05;5.24613E-06;69614.71331;0.1119;0.1236;0.2675;0.00000227
6.4;6.59639E-05;2.99088E-05;5.43176E-06;68695.94844;0.0986;0.0696;0.1695;0.00000135
6.2;6.59849E-05;2.95255E-05;5.64656E-06;68061.94844;0.0907;0.0546;0.0554;0.00000135
6.3;6.15999E-05;2.53138E-05;3.96851E-06;69551.66175;0.097;0.0421;0.0026;0.00000362
6.6;5.90197E-05;2.31761E-05;3.20109E-06;72717.80905;0.1163;0.0356;0;0.000005
6.7;5.83237E-05;2.28065E-05;3.0813E-06;71947.04418;0.127;0.0358;0;0.00000408
7;5.73481E-05;2.22611E-05;2.92984E-06;70844.66175;0.1223;0.0412;0;0.00000362
7.4;5.97277E-05;2.51341E-05;4.10946E-06;66748.94844;0.1162;0.0409;0;0.00000135
7.2;5.84583E-05;2.40334E-05;3.57558E-06;62875.94844;0.1065;0.0488;0;0.00000135
6.8;2.00108E-05;0;0;54564.48285;0.0976;0.0603;0;0.00000135
7;2.80676E-05;2.47065E-06;0;50110.32409;0.0953;0.0739;0;0.00000027
